"gene_name","module","color","kME_purple","kME_grey","kME_green","kME_greenyellow","kME_black","kME_blue","kME_yellow","kME_turquoise","kME_tan","kME_brown","kME_magenta","kME_red","kME_pink"
"Cpa6","grey","grey",0.0355648864087979,0.0698540222733555,-0.0381779807930802,0.0622971721105728,0.0675276138637318,-0.0300796016314497,0.0322729204904991,0.109124277360036,-0.0683419267376419,-0.0286464038250301,-0.00810686422651466,0.0366733992358809,-0.0137036147834202
"Prex2","yellow","yellow",-0.485465848897138,0.201359095841028,-0.135716751367875,-0.275291116127842,0.0250161892664405,-0.264768433556745,0.638550926247163,0.201073986656365,-0.33018319225003,-0.0103302066148825,0.497696550871362,-0.0719976862024827,0.378968111074934
"A830018L16Rik","yellow","yellow",-0.503678771063113,0.308179654215931,-0.234132270656177,-0.152748181925586,-0.00294896193315447,-0.32825016942623,0.746674883031071,0.322421511227131,-0.471206208867613,0.0076094158060378,0.513240935525791,0.0160665207004457,0.421505619870529
"Sulf1","grey","grey",0.0762846838101892,0.156333218167334,-0.144975476991505,0.198540403614212,0.0478787894325002,-0.120519171121779,0.029311036910446,0.25658788885028,-0.225488406029526,0.0189070303249178,-0.147129196935587,0.150009341158962,-0.0936910439621437
"Slco5a1","grey","grey",0.0486800777184973,0.070636623128877,-0.0252967547279175,0.104348204523535,0.0156884223514334,0.000999065288423735,0.00355074419218997,0.0638281706486414,-0.0331409650003199,-0.0405841131957132,-0.0351881248050996,0.0614096429686475,-0.00606382625550408
"Ncoa2","grey","grey",0.00355300789315534,0.16965208158099,-0.0532261592219018,0.011070270582074,0.0438866214869339,0.0313895134412568,0.134796486981784,0.11122749696581,-0.0378012422448217,-0.0398555696315523,0.108118009138006,0.105241834004075,0.126669391662024
"Tram1","grey","grey",-0.0782599266025759,0.11328802206085,-0.0373340173349125,-0.00886138971170634,0.0528303898467352,-0.0725243974987925,0.149145736238518,0.10537463979429,-0.0966896753631511,-0.0167438833399239,0.10815693643266,0.0282485328744592,0.0712350246279087
"Lactb2","tan","tan",0.0742096944950598,-0.0696479130915919,0.211276201973812,-0.062936188062247,-0.0161888240009881,0.224748995479295,-0.182918612889709,-0.242841693161634,0.330419682001133,-0.0430884991071274,0.00962456070254041,-0.0142840748884808,0.0280501698714946
"Eya1","grey","grey",0.127143927249746,0.0927394934874264,-0.0635542337760527,0.23337997363402,0.0067084537500086,-0.000318734859616586,-0.0243578522085128,0.0962227962452699,-0.0519364695926362,0.0079796000744168,-0.0912534432374185,0.10836787784024,-0.0475770697226321
"Kcnb2","greenyellow","greenyellow",0.551213478664496,0.215867984936241,-0.25148615888081,0.468840079354615,-0.0200475077046289,0.223293314932389,-0.269214411429594,0.250146911830681,0.0292961955326072,-0.0192057928881601,-0.420090882482069,0.389141717186757,-0.134005489890913
"Terf1","turquoise","turquoise",0.150151487607264,0.102702320508086,-0.101411653365488,0.146385051885298,0.0295679353678422,0.0340497016275653,-0.0274233981410879,0.128392639656837,-0.0410181735081703,-0.0252307890130025,-0.109852923342423,0.125845237002607,-0.0264818667855538
"Sbspon","grey","grey",0.0466528070549484,0.0434274345821033,-0.037844308629356,0.0544285840765916,0.0251921751000759,-0.00378785817866982,0.000136496749920766,0.0526082474301918,-0.030721673474162,-0.00699328003982433,-0.0250640166566749,0.0355669917737837,-0.00642693549379855
