gene_name,kME
Dtna,0.14065787058315
Glt8d1,0.140529607545928
Zcchc7,0.140431738322919
Crebrf,0.140237415100546
Slc29a1,0.140069037462441
2410089E03Rik,0.139540149323112
Cul3,0.139384852132138
Sos2,0.139243110115841
Elovl4,0.138733612743355
Tmem181a,0.138605805919525
Atp1a1,0.138415061974674
Zfand3,0.137761392669602
Uhrf2,0.13698035308689
Gnai3,0.136672791623733
Fosl1,0.136597865582769
Tial1,0.136396330001879
Plcg1,0.135855023574722
Uba6,0.135576320474584
Rmdn1,0.135548795503478
Rab3gap1,0.135515904039732
Smg7,0.135423957609851
Ube2g1,0.135211691282694
Ppp1r12a,0.135209512134374
Pcm1,0.135183425597069
Far1,0.135092085091499
Zbtb11,0.135053699994377
Rhobtb1,0.134544137404649
St3gal5,0.134535739243549
Kdm3b,0.134291949901537
Celf6,0.134266953547711
Gm44643,0.134231926413682
Nebl,0.134099417310761
Ppp4r3b,0.133686246912235
Atg16l2,0.133568008878841
Snx29,0.13330971629777
Mapk1ip1l,0.133192470916675
Doc2b,0.13299129111311
G3bp1,0.132816743091137
Ppp4r3a,0.132650893831082
Spag9,0.132095277250755
Spred2,0.131896600067021
Tex10,0.131590509695799
Rlf,0.131213434602382
Lrrc6,0.131186821934421
Hacd2,0.131118308642326
Cop1,0.131036093550064
Crtc1,0.130795571743195
Cdc26,0.130724834454274
Doc2g,0.130638411998269
Clock,0.13015146772105
Mgrn1,0.130080194978107
9930021J03Rik,0.129854764711958
Ubxn4,0.129548249441044
Prelid3a,0.129447164611571
Ssr1,0.129229795676049
March7,0.128983963133004
Nktr,0.128341744258807
Xpo4,0.127551313420555
Arih1,0.127490465507493
Akap13,0.127300669366093
Syt13,0.127218373793441
Mkln1,0.127180884008985
Usp47,0.127116302440358
Cfap74,0.126353607252049
Kif13b,0.126206277675221
Gmps,0.126178404975271
Tmed5,0.125558914012485
Arl13b,0.125130391107992
Mboat7,0.12478445137661
Prdm2,0.124764696275542
Srek1,0.123614960873896
Rbbp4,0.123568231288386
Hnrnpa2b1,0.123415716330589
Adal,0.123204613303626
Lrp12,0.122955250219985
Rbpj,0.122938543306368
Gm16897,0.122840073772097
Iqcb1,0.12250228081555
Taf1,0.122491260130559
Mgea5,0.122124772423909
Pald1,0.121767392163988
Slc16a7,0.121541768939251
Rbm27,0.121167683085509
Ppp1r37,0.120017447607467
Mdga1,0.119783002935611
Stk24,0.119695558057438
Zc3h14,0.119526191985584
Ccdc57,0.11905307173181
Fnbp4,0.118787067843258
Zfp91,0.11859121078556
Arf4,0.118517101670698
Ap4s1,0.118346803289968
Pan3,0.118318681459755
Lasp1,0.118288716395211
Zfp609,0.118269549300238
Bcl7a,0.118159399864256
Gm40437,0.117675681495999
Rbbp6,0.11747618160652
Ccar1,0.117202327797392
Ccdc66,0.117132646448266
Thoc2,0.116827712857494
Cbarp,0.116594028457738
Gm6994,0.11653462098504
Synj1,0.116120829188467
Gm12002,0.11597480799136
Suz12,0.115656873464595
Gpatch8,0.115437904412046
0610043K17Rik,0.115270418152503
Atad2b,0.114937136589113
Pcgf2,0.114471575372666
Nmt2,0.114083124197455
Stx7,0.113969092466729
Fnip1,0.113765621842421
Arih2,0.113719679961637
Hnrnph1,0.113500955920993
Lysmd4,0.113104018844766
Farp1,0.113009342074296
Mum1l1,0.112857868848376
Eri2,0.112668807418797
Prpf6,0.112416763763269
Gm28294,0.112357009459478
Htt,0.112239781475928
Atp2c1,0.112072143123304
Srsf4,0.111374976505533
Tnrc6a,0.110581894105531
4921518K17Rik,0.11027815508749
Srpr,0.110252808999711
Ccnt1,0.11007906780515
Kdm2a,0.109801870343963
Usp37,0.10952092849432
Klf7,0.109442225203158
Wdr34,0.109284617013126
Rnf216,0.109233148490921
Nlgn2,0.108980112409869
Kantr,0.108773025722347
Psen1,0.108713076415518
4930565N06Rik,0.108546109925562
Nfkbiz,0.108385618042742
Gm16168,0.107803760544823
Fndc3a,0.107439783986054
Zc3h12c,0.107111376664245
Slc35b3,0.107030317719308
Csf1,0.10686816458657
Gapvd1,0.106395064593256
Tmem86b,0.106132791562485
Hdac5,0.105964951630444
Gm15563,0.105875826674088
Rap2c,0.105555751424604
Mettl15,0.104555166894679
Chic1,0.104438073233977
Cdk9,0.103492768022693
T2,0.103473336727744
Smad5,0.102270559279593
Otud4,0.10075701981298
Pkd2l2,0.100476971772517
Ubr5,0.10020634340498
Tmem110,0.1000189778117
3110035E14Rik,0.0998724948822484
Tlk2,0.0992333181095897
Kremen1,0.0985918961670158
Rtl5,0.0980805294980816
Nanos1,0.0977559322079209
Celf3,0.0973117877480397
Sun2,0.0969152252873305
Klhl7,0.0969019329978298
Adam10,0.0968176402930792
Zfp451,0.0966972064519313
Cdk2ap1,0.0966557799944116
Grip1os2,0.0965827726329702
Mcmbp,0.0954425125183239
Chka,0.0948321596236435
Dchs1,0.0943052805749076
Lpin1,0.0939209643281696
Atp6v1b2,0.0933307442265914
Zscan18,0.0930453231097051
